Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Brediceanu Cornel  ,  figuran ,  werewolf , anything , 
132.Botnari Cecilia  ,  figuran ,  werewolf , vegetarian , 
132.Adameșteanu Denisa  ,  figuran ,  seer , flexitarian , 
132.Athanasiu Luiza  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Liviu  ,  figuran ,  human , flexitarian , 
132.Bălțat Diana  ,  figuran ,  human , vegetarian , 
132.Ardelean Martin  ,  figuran ,  mermaid , vegetarian , 
132.Brătianu Felix  ,  figuran ,  human , vegetarian , 
132.Valisescu Petre  ,  figuran ,  seer , vegetarian , 
132.Brânzeu Leon  ,  figuran ,  human , vegetarian , 
132.Popescu Lazar  ,  figuran ,  werewolf , anything , 
132.Berghianu Laur  ,  figuran ,  mermaid , vegetarian , 
132.Brânzan Anghel  ,  figuran ,  vampire , anything , 
132.Bălăceanu Cosmin  ,  figuran ,  werewolf , vegetarian , 
132.Arnăuțoiu Luca  ,  figuran ,  vampire , flexitarian , 
132.Budeanu Oana  ,  figuran ,  vampire , anything , 
132.Brâncoveanu  Eduard  ,  figuran ,  werewolf , vegetarian , 
132.Baghiu Anisoara  ,  figuran ,  mermaid , anything , 
132.Anghelescu David  ,  figuran ,  werewolf , vegetarian , 
132.Antonescu Constantin  ,  figuran ,  werewolf , vegetarian , 
132.Brașoveanu Antonia  ,  figuran ,  seer , anything , 
132.Andone Antoaneta  ,  figuran ,  human , vegetarian , 
132.Bibescu Arsenie  ,  figuran ,  human , anything , 
132.Bizău Elena  ,  figuran ,  seer , anything , 
132.Alexandrescu Norbert  ,  figuran ,  seer , anything , 
132.Averescu  Dionisie  ,  figuran ,  seer , vegetarian , 
132.Baconsky Laurentiu  ,  figuran ,  werewolf , flexitarian , 
132.Aldulescu Craciun  ,  figuran ,  vampire , anything , 
132.Apetrei Irina  ,  figuran ,  vampire , anything , 
132.Balanici Dan  ,  figuran ,  vampire , vegetarian , 
132.Amânar Stefan  ,  figuran ,  human , anything , 
132.Bănățeanu Aniela  ,  figuran ,  seer , vegetarian , 
132.Angelescu Barbu  ,  figuran ,  seer , vegetarian , 
132.Arnăutu Sorina  ,  figuran ,  mermaid , vegetarian , 
132.Antoci Dimitrie  ,  figuran ,  mermaid , anything , 
132.Dumitrescu Ileana  ,  figuran ,  werewolf , vegetarian , 
132.Beclean  Filoftea  ,  figuran ,  vampire , anything , 
132.Brînzan Felicia  ,  figuran ,  human , vegetarian , 
132.Broșteanu Calin  ,  figuran ,  vampire , flexitarian , 
132.Baconschi Laurentiu  ,  figuran ,  seer , flexitarian , 
132.Brătianu Adelin  ,  figuran ,  mermaid , vegetarian , 
132.Bădulescu Denisa  ,  figuran ,  human , flexitarian , 
132.Baconsky Anghel  ,  figuran ,  vampire , vegetarian , 
132.Braghiș Anghel  ,  figuran ,  mermaid , flexitarian , 
132.Bodnăraș Cosmin  ,  figuran ,  seer , vegetarian , 
132.Bozgă Raluca  ,  figuran ,  seer , flexitarian , 
132.Bibescu George  ,  figuran ,  vampire , anything , 
132.Armășescu Eduard  ,  figuran ,  mermaid , flexitarian , 
132.Bosînceanu Ciprian  ,  figuran ,  vampire , flexitarian , 
132.Bujo Anton  ,  figuran ,  human , flexitarian , 
132.Barzin Iosif  ,  figuran ,  vampire , anything , 
132.Boteanu Costel  ,  figuran ,  vampire , anything , 
132.Brânzeu David  ,  figuran ,  mermaid , anything , 
132.Florescu Sebastian  ,  figuran ,  werewolf , vegetarian , 
132.Bodnăraș Lidia  ,  figuran ,  human , vegetarian , 
132.Baracci Gheorghe  ,  figuran ,  seer , flexitarian , 
132.Bănică Iosif  ,  figuran ,  mermaid , flexitarian , 
132.Becali Ionuț  ,  figuran ,  vampire , anything , 
132.Bodiul Ilie  ,  figuran ,  seer , anything , 
132.Bosînceanu Dochia  ,  figuran ,  vampire , anything , 
132.Georgescu Benone  ,  figuran ,  vampire , vegetarian , 
132.Bodiul Matei  ,  figuran ,  human , flexitarian , 
132.Apostoleanu Constanta  ,  figuran ,  seer , anything , 
132.Armășescu Fanurie  ,  figuran ,  human , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  human , vegetarian , 
132.Balanici Benone  ,  figuran ,  mermaid , anything , 
132.Bercu David  ,  figuran ,  vampire , anything , 
132.Armășescu Lucretiu  ,  figuran ,  human , flexitarian , 
132.Asachi Aurica  ,  figuran ,  seer , anything , 
132.Stanescu Cosmin  ,  figuran ,  mermaid , anything , 
132.Albulescu Anca  ,  figuran ,  mermaid , flexitarian , 
132.Baconski  Ileana  ,  figuran ,  vampire , flexitarian , 
132.Baconsky Iustin  ,  figuran ,  human , anything , 
132.Adameșteanu Denis  ,  figuran ,  vampire , flexitarian , 
132.Bîrloiu Marius  ,  figuran ,  vampire , flexitarian , 
132.Băsescu  Apostol  ,  figuran ,  werewolf , vegetarian , 
132.Braghiș Adam  ,  figuran ,  mermaid , flexitarian , 
132.Botnaru Alex  ,  figuran ,  mermaid , flexitarian , 
132.Buhuș Gratiela  ,  figuran ,  werewolf , vegetarian , 
132.Bârloiu Magdalena  ,  figuran ,  vampire , flexitarian , 
132.Bordea Anisoara  ,  figuran ,  human , flexitarian , 
132.Almășan Teodor  ,  figuran ,  mermaid , vegetarian , 
132.Barcianu  Decebal  ,  figuran ,  vampire , flexitarian , 
132.Arnăutu Benedict  ,  figuran ,  seer , flexitarian , 
132.Bărbuceanu Aurica  ,  figuran ,  human , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  human , vegetarian , 
132.Almaș Bujor  ,  figuran ,  human , flexitarian , 
132.Bătrîneanu Petre  ,  figuran ,  human , vegetarian , 
132.Barzin Angelica  ,  figuran ,  human , vegetarian , 
132.Belimace Aniela  ,  figuran ,  mermaid , vegetarian , 
132.Bozga Matei  ,  figuran ,  vampire , vegetarian , 
132.Asachi Dochia  ,  figuran ,  seer , flexitarian , 
132.Bozga Georgeta  ,  figuran ,  human , vegetarian , 
132.Bănulescu Bujor  ,  figuran ,  human , vegetarian , 
132.Brudașcu Oscar  ,  figuran ,  werewolf , flexitarian , 
132.Bărboianu Geanina  ,  figuran ,  human , anything , 
132.Bârlădeanu Luchian  ,  figuran ,  human , vegetarian , 
132.Bârloiu Decebal  ,  figuran ,  human , flexitarian , 
132.Borăscu Andreea  ,  figuran ,  vampire , anything , 
132.Băsescu  Ioachim  ,  figuran ,  werewolf , vegetarian , 
132.Botnari Valeriu  ,  figuran ,  human , anything , 
132.Andronic Dumitru  ,  figuran ,  human , flexitarian , 
132.Bîrloiu Sebastian  ,  figuran ,  mermaid , vegetarian , 
132.Andreoiu Adrian  ,  figuran ,  mermaid , anything , 
132.Bizău Gabriela  ,  figuran ,  werewolf , flexitarian , 
132.Albulescu Benone  ,  figuran ,  werewolf , anything , 
132.Bădărău Eugenia  ,  figuran ,  werewolf , vegetarian , 
132.Bratu Dumitru  ,  figuran ,  human , vegetarian , 
132.Apostu Valeriu  ,  figuran ,  human , anything , 
132.Bîrloiu Andreea  ,  figuran ,  human , anything , 
132.Ionescu Gabriel  ,  figuran ,  vampire , anything , 
132.Argeșanu Gheorghe  ,  figuran ,  mermaid , flexitarian , 
132.Barbu Amalia  ,  figuran ,  mermaid , flexitarian , 
132.Buhagiar Costel  ,  figuran ,  seer , anything , 
132.Ardeleanu David  ,  figuran ,  seer , flexitarian , 
132.Bozgă Cristofor  ,  figuran ,  seer , vegetarian , 
132.Athanasiu Teodosie  ,  figuran ,  seer , anything , 
132.Bonciu Dan  ,  figuran ,  mermaid , vegetarian , 
132.Alexa  Adrian  ,  figuran ,  human , flexitarian , 
132.Brezeanu Valentin  ,  figuran ,  mermaid , vegetarian , 
132.Bănică Gratiela  ,  figuran ,  werewolf , anything , 
132.Negoita Zahari  ,  figuran ,  werewolf , anything , 
132.Aman Ionuț  ,  figuran ,  seer , vegetarian , 
132.Grigorescu Sorina  ,  figuran ,  werewolf , vegetarian , 
132.Buhuș Florica  ,  figuran ,  vampire , flexitarian , 
132.Bujo Anisoara  ,  figuran ,  human , anything , 
132.Bechet  Madalin  ,  figuran ,  seer , flexitarian , 
132.Brâncuși  Laur  ,  figuran ,  vampire , anything , 
132.Balanici Ilarie  ,  figuran ,  mermaid , anything , 
132.Athanasiu Grigore  ,  figuran ,  human , flexitarian , 
132.Agaparian Manole  ,  figuran ,  mermaid , vegetarian , 
132.Alexe Anica  ,  figuran ,  seer , anything , 
132.Băsescu  Anca  ,  figuran ,  mermaid , flexitarian , 
132.Alexe Flavia  ,  figuran ,  seer , anything , 
132.Andronic Lucretiu  ,  figuran ,  seer , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  vampire , anything , 
132.Boteanu Damian  ,  figuran ,  vampire , vegetarian , 
132.Almășan Benjamin  ,  figuran ,  mermaid , flexitarian , 
132.Băsescu  Matei  ,  figuran ,  werewolf , vegetarian , 
132.Bănățeanu Eduard  ,  figuran ,  werewolf , flexitarian , 
132.Argeșanu Brandusa  ,  figuran ,  seer , anything , 
132.Brătescu Anisoara  ,  figuran ,  mermaid , anything , 
132.Anghelache Camelia  ,  figuran ,  human , vegetarian , 
132.Brumaru Martin  ,  figuran ,  seer , flexitarian , 
132.Popescu Iurie  ,  figuran ,  mermaid , anything , 
132.Andronic Laur  ,  figuran ,  mermaid , anything , 
132.Aldulescu Aniela  ,  figuran ,  vampire , flexitarian , 
132.Antoci Ancuta  ,  figuran ,  seer , vegetarian , 
132.Bega  Anisoara  ,  figuran ,  werewolf , vegetarian , 
132.Bălan Anghel  ,  figuran ,  human , flexitarian , 
132.Aldulescu Spiridon  ,  figuran ,  vampire , anything , 
132.Botezan Vasile  ,  figuran ,  human , vegetarian , 
132.Breban Angelica  ,  figuran ,  seer , flexitarian , 
132.Apostoleanu Benone  ,  figuran ,  mermaid , vegetarian , 
132.Basarabeanu Denis  ,  figuran ,  vampire , anything , 
132.Baconsky Ioana  ,  figuran ,  seer , anything , 
132.Boteanu Basarab  ,  figuran ,  human , vegetarian , 
132.Stanescu Ghita  ,  figuran ,  human , anything , 
132.Adamache Efrem  ,  figuran ,  human , anything , 
132.Bîrloiu Apostol  ,  figuran ,  seer , vegetarian , 
132.Apostoleanu Anton  ,  figuran ,  human , flexitarian , 
132.Brateș Felix  ,  figuran ,  vampire , vegetarian , 
132.Brenduș Filip  ,  figuran ,  werewolf , flexitarian , 
132.Băloșescu Cazimir  ,  figuran ,  human , vegetarian , 
132.Aman Augustina  ,  figuran ,  human , flexitarian , 
132.Besoiu Cecilia  ,  figuran ,  vampire , anything , 
132.Botezan Alin  ,  figuran ,  werewolf , flexitarian , 
132.Bechet  Bartolomeu  ,  figuran ,  human , flexitarian , 
132.Alifantis Dan  ,  figuran ,  mermaid , anything , 
132.Bazon Stefan  ,  figuran ,  vampire , flexitarian , 
132.Brateș Adam  ,  figuran ,  vampire , vegetarian , 
132.Almășan Aurora  ,  figuran ,  seer , anything , 
132.Andreoiu Andreea  ,  figuran ,  mermaid , anything , 
132.Brediceanu Gheorghe  ,  figuran ,  werewolf , flexitarian , 
132.Botnaru Anca  ,  figuran ,  vampire , vegetarian , 
132.Popescu Ioachim  ,  figuran ,  werewolf , vegetarian , 
132.Brânzeu Doina  ,  figuran ,  human , flexitarian , 
132.Bârloiu Ciprian  ,  figuran ,  seer , vegetarian , 
132.Bizău Laur  ,  figuran ,  vampire , vegetarian , 
132.Berghianu Dionisie  ,  figuran ,  seer , vegetarian , 
132.Bănică Mariana  ,  figuran ,  mermaid , anything , 
132.Bătrâneanu Lacramioara  ,  figuran ,  werewolf , vegetarian , 
132.Basarabeanu Oscar  ,  figuran ,  werewolf , anything , 
132.Avramescu Anton  ,  figuran ,  vampire , flexitarian , 
132.Arnautu Camil  ,  figuran ,  werewolf , vegetarian , 
132.Alexandrescu Martin  ,  figuran ,  human , anything , 
132.Alexi Fanurie  ,  figuran ,  human , anything , 
132.Bârlădeanu Dionisie  ,  figuran ,  vampire , anything , 
132.Bodiu Loredana  ,  figuran ,  mermaid , anything , 
132.Ardeleanu Andrei  ,  figuran ,  werewolf , vegetarian , 
132.Banciu  Irina  ,  figuran ,  human , vegetarian , 
132.Berghianu Stefan  ,  figuran ,  seer , anything , 
132.Brateș Leon  ,  figuran ,  werewolf , anything , 
132.Bănulescu Mihail  ,  figuran ,  seer , anything , 
132.Bosânceanu Liviu  ,  figuran ,  human , flexitarian , 
132.Bărboianu Vasile  ,  figuran ,  seer , vegetarian , 
132.Bozgă Lucretiu  ,  figuran ,  seer , flexitarian , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  vampire , anything , 
132.Botean Emilian  ,  figuran ,  werewolf , anything , 
132.Bodescu Laura  ,  figuran ,  seer , anything , 
132.Bălțat Liviu  ,  figuran ,  vampire , anything , 
132.Buhagiar Maria  ,  figuran ,  mermaid , flexitarian , 
132.Budescu Geta  ,  figuran ,  werewolf , flexitarian , 
132.Argeșanu Ion  ,  figuran ,  werewolf , anything , 
132.Badea Cosmin  ,  figuran ,  human , vegetarian , 
132.Begu Adriana  ,  figuran ,  mermaid , vegetarian , 
132.Angelescu Eugen  ,  figuran ,  human , vegetarian , 
132.Bârcă Petre  ,  figuran ,  vampire , vegetarian , 
132.Albulescu Anisoara  ,  figuran ,  vampire , flexitarian , 
132.Bichineț Denisa  ,  figuran ,  vampire , anything , 
132.Borcea Razvan  ,  figuran ,  seer , flexitarian , 
132.Botezan Efrem  ,  figuran ,  vampire , anything , 
132.Barzin Adam  ,  figuran ,  mermaid , anything , 
132.Bengescu Benjamin  ,  figuran ,  mermaid , flexitarian , 
132.Bătrîneanu Mihai  ,  figuran ,  seer , flexitarian , 
132.Bosânceanu Aurelia  ,  figuran ,  werewolf , flexitarian , 
132.Bănulescu Cristina  ,  figuran ,  seer , anything , 
132.Brediceanu Gratiela  ,  figuran ,  seer , flexitarian , 
132.Bereș Filoftea  ,  figuran ,  mermaid , anything , 
132.Bărbuceanu Mariana  ,  figuran ,  werewolf , vegetarian , 
132.Agârbiceanu Teodosie  ,  figuran ,  vampire , flexitarian , 
132.Brânzeu Lucretia  ,  figuran ,  human , vegetarian , 
132.Bodescu Mariana  ,  figuran ,  vampire , vegetarian , 
132.Adoc Dionisie  ,  figuran ,  werewolf , flexitarian , 
132.Bujo Augustina  ,  figuran ,  werewolf , vegetarian , 
132.Bogza Pavel  ,  figuran ,  werewolf , flexitarian , 
132.Armășescu Basarab  ,  figuran ,  mermaid , anything , 
132.Bodescu Laura  ,  figuran ,  vampire , vegetarian , 
132.Brâncuși  Dochia  ,  figuran ,  seer , anything , 
132.Aman Iacob  ,  figuran ,  werewolf , vegetarian , 
132.Adamache Ionuț  ,  figuran ,  seer , vegetarian , 
132.Borcea Loredana  ,  figuran ,  human , anything , 
132.Adamache Ruxandra  ,  figuran ,  human , flexitarian , 
132.Arnăutu Nicolai  ,  figuran ,  vampire , vegetarian , 
132.Antoci Grigore  ,  figuran ,  seer , anything , 
132.Boroianu Aurelia  ,  figuran ,  mermaid , vegetarian , 
132.Bârlădeanu Stefan  ,  figuran ,  human , flexitarian , 
132.Dumitrescu Pavel  ,  figuran ,  seer , flexitarian , 
132.Baconski  Dimitrie  ,  figuran ,  vampire , vegetarian , 
132.Boștină Vladimir  ,  figuran ,  werewolf , flexitarian , 
132.Bălănescu Mariana  ,  figuran ,  human , vegetarian , 
132.Barbu Ileana  ,  figuran ,  seer , vegetarian , 
132.Bordea Andrei  ,  figuran ,  human , vegetarian , 
132.Bîrloiu Benedict  ,  figuran ,  seer , vegetarian , 
132.Breban Damian  ,  figuran ,  vampire , flexitarian , 
132.Bărboianu Loredana  ,  figuran ,  werewolf , anything , 
132.Barcianu  Georgeta  ,  figuran ,  mermaid , vegetarian , 
132.Andone Luciana  ,  figuran ,  mermaid , anything , 
132.Brumaru Lazar  ,  figuran ,  vampire , flexitarian , 
132.Budescu Liliana  ,  figuran ,  werewolf , flexitarian , 
132.Bercea Doru  ,  figuran ,  werewolf , anything , 
132.Brânzeu Luminita  ,  figuran ,  vampire , vegetarian , 
132.Adamescu Manuel  ,  figuran ,  vampire , flexitarian , 
132.Aman Anica  ,  figuran ,  werewolf , vegetarian , 
132.Bercu Lucretiu  ,  figuran ,  mermaid , vegetarian , 
132.Barbu Horia  ,  figuran ,  mermaid , anything , 
132.Andone Manuela  ,  figuran ,  mermaid , vegetarian , 
132.Balanici Norbert  ,  figuran ,  mermaid , vegetarian , 
132.Bârloiu Emilian  ,  figuran ,  vampire , vegetarian , 
132.Arnautu Ciprian  ,  figuran ,  seer , flexitarian , 
132.Bereș Nicolae  ,  figuran ,  werewolf , anything , 
132.Baghiu Serban  ,  figuran ,  human , anything , 
132.Valisescu Dimitrie  ,  figuran ,  werewolf , flexitarian , 
132.Baicu Leon  ,  figuran ,  vampire , anything , 
132.Agârbiceanu Cornel  ,  figuran ,  human , anything , 
132.Brâncoveanu  Benedict  ,  figuran ,  werewolf , anything , 
132.Boteanu Carmen  ,  figuran ,  vampire , anything , 
132.Budeanu Stefan  ,  figuran ,  vampire , anything , 
132.Argetoianu Eduard  ,  figuran ,  mermaid , vegetarian , 
132.Berindei  Augustina  ,  figuran ,  vampire , flexitarian , 
132.Bosânceanu Andreea  ,  figuran ,  seer , vegetarian , 
132.Botnaru Teodor  ,  figuran ,  seer , flexitarian , 
132.Bănică Teodosie  ,  figuran ,  seer , anything , 
132.Becșenescu Magdalena  ,  figuran ,  mermaid , flexitarian , 
132.Blaga  Leon  ,  figuran ,  werewolf , vegetarian , 
132.Badea Ilie  ,  figuran ,  vampire , flexitarian , 
132.Bizău Grigore  ,  figuran ,  human , anything , 
132.Brateș Marian  ,  figuran ,  werewolf , anything , 
132.Badea Eugen  ,  figuran ,  mermaid , flexitarian , 
132.Băloșescu Cristofor  ,  figuran ,  vampire , flexitarian , 
132.Bacalbașa Lucretia  ,  figuran ,  seer , flexitarian , 
132.Antonescu Cristina  ,  figuran ,  human , flexitarian , 
132.Baconsky Felicia  ,  figuran ,  seer , vegetarian , 
132.Bădescu Matei  ,  figuran ,  human , vegetarian , 
132.Bizău Cezar  ,  figuran ,  seer , vegetarian , 
132.Brudașcu Alexie  ,  figuran ,  mermaid , vegetarian , 
132.Brătescu Marilena  ,  figuran ,  human , flexitarian , 
132.Boteanu Decebal  ,  figuran ,  seer , vegetarian , 
132.Negoita Ion  ,  figuran ,  werewolf , anything , 
132.Buhagiar Zahari  ,  figuran ,  human , vegetarian , 
132.Budescu Antoaneta  ,  figuran ,  human , vegetarian , 
132.Botezan Nicolae  ,  figuran ,  mermaid , anything , 
132.Bărbuceanu Augustina  ,  figuran ,  mermaid , anything , 
132.Albu  Doina  ,  figuran ,  mermaid , flexitarian , 
132.Berghianu Nicolai  ,  figuran ,  vampire , flexitarian , 
132.Bacalbașa Camelia  ,  figuran ,  seer , anything , 
132.Andone Dimitrie  ,  figuran ,  human , flexitarian , 
132.Barzin Geta  ,  figuran ,  mermaid , anything , 
132.Bărbuceanu Lidia  ,  figuran ,  vampire , vegetarian , 
132.Bălănescu Magdalena  ,  figuran ,  human , anything , 
132.Bucurescu Haralambie  ,  figuran ,  mermaid , flexitarian , 
132.Alexandrescu Cristian  ,  figuran ,  seer , flexitarian , 
132.Belimace Mihaela  ,  figuran ,  mermaid , anything , 
132.Brănescu Alin  ,  figuran ,  mermaid , flexitarian , 
132.Anton  Matei  ,  figuran ,  vampire , vegetarian , 
132.Albu  Luminita  ,  figuran ,  human , vegetarian , 
132.Brânzeu Fanurie  ,  figuran ,  mermaid , vegetarian , 
132.Apostol Vladimir  ,  figuran ,  werewolf , anything , 
132.Buia Vitalie  ,  figuran ,  vampire , vegetarian , 
132.Anghel Carmen  ,  figuran ,  mermaid , anything , 
132.Apostu Anca  ,  figuran ,  mermaid , flexitarian , 
132.Bizău Fanurie  ,  figuran ,  human , flexitarian , 
132.Botnaru Vitalie  ,  figuran ,  human , flexitarian , 
132.Baciu Cristina  ,  figuran ,  werewolf , flexitarian , 
132.Boteanu Emil  ,  figuran ,  vampire , vegetarian , 
132.Brâncoveanu  Felix  ,  figuran ,  werewolf , anything , 
132.Borăscu Stelian  ,  figuran ,  werewolf , vegetarian , 
132.Budeanu Diana  ,  figuran ,  human , anything , 
132.Baicu Ioachim  ,  figuran ,  werewolf , flexitarian , 
132.Balauru Anton  ,  figuran ,  seer , vegetarian , 
132.Bacalbașa David  ,  figuran ,  vampire , vegetarian , 
132.Brateș Andrei  ,  figuran ,  vampire , flexitarian , 
132.Botnaru Damian  ,  figuran ,  seer , flexitarian , 
132.Apetrei Dan  ,  figuran ,  mermaid , vegetarian , 
132.Andone Dumitru  ,  figuran ,  vampire , flexitarian , 
132.Bozga Barbu  ,  figuran ,  vampire , flexitarian , 
132.Bădărău Stefan  ,  figuran ,  seer , flexitarian , 
132.Becali Laurentiu  ,  figuran ,  werewolf , flexitarian , 
132.Bănățeanu Ghita  ,  figuran ,  mermaid , flexitarian , 
132.Bazon Emil  ,  figuran ,  seer , anything , 
132.Barna Constanta  ,  figuran ,  seer , flexitarian , 
132.Baconsky Diana  ,  figuran ,  werewolf , vegetarian , 
132.Benga Oana  ,  figuran ,  werewolf , flexitarian , 
132.Stanescu Stelian  ,  figuran ,  vampire , flexitarian , 
132.Bozgă Neculai  ,  figuran ,  werewolf , flexitarian , 
132.Alexandrescu Ion  ,  figuran ,  mermaid , flexitarian , 
132.Bercu Valeriu  ,  figuran ,  human , flexitarian , 
