Tim Burton  ,  director (4 episodes 2022) ,  vampire , flexitarian , 
132.Bătrîneanu Andreea  ,  figuran ,  human , anything , 
132.Antonescu Mihai  ,  figuran ,  human , anything , 
132.Athanasiu Felicia  ,  figuran ,  vampire , flexitarian , 
132.Brediceanu Florina  ,  figuran ,  seer , flexitarian , 
132.Argetoianu Norbert  ,  figuran ,  seer , flexitarian , 
132.Baciu Anisoara  ,  figuran ,  werewolf , vegetarian , 
132.Botezan Teodosie  ,  figuran ,  human , flexitarian , 
132.Grigorescu Flavia  ,  figuran ,  mermaid , anything , 
132.Berindei  Felicia  ,  figuran ,  human , flexitarian , 
132.Anghel Leon  ,  figuran ,  vampire , anything , 
132.Botnaru Paul  ,  figuran ,  vampire , vegetarian , 
132.Athanasiu Augustina  ,  figuran ,  mermaid , anything , 
132.Bozga Ana  ,  figuran ,  vampire , flexitarian , 
132.Botezan Ilarie  ,  figuran ,  vampire , anything , 
132.Bercea Anisoara  ,  figuran ,  vampire , anything , 
132.Breban Vasile  ,  figuran ,  human , vegetarian , 
132.Apostol Laurentiu  ,  figuran ,  werewolf , anything , 
132.Brătescu Anica  ,  figuran ,  vampire , vegetarian , 
132.Alexi Adelin  ,  figuran ,  human , anything , 
132.Ardelean Cezar  ,  figuran ,  seer , flexitarian , 
132.Anghelescu Maria  ,  figuran ,  werewolf , flexitarian , 
132.Bejenaru Liviu  ,  figuran ,  seer , vegetarian , 
132.Blaga  Pavel  ,  figuran ,  human , flexitarian , 
132.Basarabeanu Ioan  ,  figuran ,  vampire , anything , 
132.Antonescu Constanta  ,  figuran ,  werewolf , vegetarian , 
132.Bichineț Bujor  ,  figuran ,  werewolf , vegetarian , 
132.Antal Adrian  ,  figuran ,  mermaid , anything , 
132.Budeanu Mariana  ,  figuran ,  vampire , vegetarian , 
132.Băsescu  Grigore  ,  figuran ,  seer , vegetarian , 
132.Brediceanu Cornel  ,  figuran ,  mermaid , vegetarian , 
132.Botnari Cecilia  ,  figuran ,  human , flexitarian , 
132.Adameșteanu Denisa  ,  figuran ,  werewolf , anything , 
132.Athanasiu Luiza  ,  figuran ,  seer , flexitarian , 
132.Athanasiu Liviu  ,  figuran ,  werewolf , flexitarian , 
132.Bălțat Diana  ,  figuran ,  mermaid , anything , 
132.Ardelean Martin  ,  figuran ,  werewolf , anything , 
132.Brătianu Felix  ,  figuran ,  seer , flexitarian , 
132.Valisescu Petre  ,  figuran ,  vampire , flexitarian , 
132.Brânzeu Leon  ,  figuran ,  human , vegetarian , 
132.Popescu Lazar  ,  figuran ,  mermaid , flexitarian , 
132.Berghianu Laur  ,  figuran ,  vampire , anything , 
132.Brânzan Anghel  ,  figuran ,  human , flexitarian , 
132.Bălăceanu Cosmin  ,  figuran ,  human , flexitarian , 
132.Arnăuțoiu Luca  ,  figuran ,  seer , flexitarian , 
132.Budeanu Oana  ,  figuran ,  werewolf , flexitarian , 
132.Brâncoveanu  Eduard  ,  figuran ,  human , anything , 
132.Baghiu Anisoara  ,  figuran ,  werewolf , anything , 
132.Anghelescu David  ,  figuran ,  seer , flexitarian , 
132.Antonescu Constantin  ,  figuran ,  vampire , flexitarian , 
132.Brașoveanu Antonia  ,  figuran ,  vampire , vegetarian , 
132.Andone Antoaneta  ,  figuran ,  human , vegetarian , 
132.Bibescu Arsenie  ,  figuran ,  mermaid , flexitarian , 
132.Bizău Elena  ,  figuran ,  mermaid , flexitarian , 
132.Alexandrescu Norbert  ,  figuran ,  mermaid , vegetarian , 
132.Averescu  Dionisie  ,  figuran ,  vampire , vegetarian , 
132.Baconsky Laurentiu  ,  figuran ,  werewolf , anything , 
132.Aldulescu Craciun  ,  figuran ,  werewolf , vegetarian , 
132.Apetrei Irina  ,  figuran ,  human , flexitarian , 
132.Balanici Dan  ,  figuran ,  mermaid , flexitarian , 
132.Amânar Stefan  ,  figuran ,  mermaid , flexitarian , 
132.Bănățeanu Aniela  ,  figuran ,  seer , anything , 
132.Angelescu Barbu  ,  figuran ,  human , flexitarian , 
132.Arnăutu Sorina  ,  figuran ,  vampire , flexitarian , 
132.Antoci Dimitrie  ,  figuran ,  werewolf , anything , 
132.Dumitrescu Ileana  ,  figuran ,  werewolf , vegetarian , 
132.Beclean  Filoftea  ,  figuran ,  vampire , vegetarian , 
132.Brînzan Felicia  ,  figuran ,  seer , vegetarian , 
132.Broșteanu Calin  ,  figuran ,  vampire , anything , 
132.Baconschi Laurentiu  ,  figuran ,  vampire , vegetarian , 
132.Brătianu Adelin  ,  figuran ,  werewolf , vegetarian , 
132.Bădulescu Denisa  ,  figuran ,  human , vegetarian , 
132.Baconsky Anghel  ,  figuran ,  seer , vegetarian , 
132.Braghiș Anghel  ,  figuran ,  seer , vegetarian , 
132.Bodnăraș Cosmin  ,  figuran ,  mermaid , vegetarian , 
132.Bozgă Raluca  ,  figuran ,  human , anything , 
132.Bibescu George  ,  figuran ,  human , anything , 
132.Armășescu Eduard  ,  figuran ,  seer , anything , 
132.Bosînceanu Ciprian  ,  figuran ,  mermaid , anything , 
132.Bujo Anton  ,  figuran ,  werewolf , flexitarian , 
132.Barzin Iosif  ,  figuran ,  human , anything , 
132.Boteanu Costel  ,  figuran ,  mermaid , vegetarian , 
132.Brânzeu David  ,  figuran ,  mermaid , vegetarian , 
132.Florescu Sebastian  ,  figuran ,  vampire , vegetarian , 
132.Bodnăraș Lidia  ,  figuran ,  mermaid , anything , 
132.Baracci Gheorghe  ,  figuran ,  mermaid , vegetarian , 
132.Bănică Iosif  ,  figuran ,  vampire , flexitarian , 
132.Becali Ionuț  ,  figuran ,  werewolf , vegetarian , 
132.Bodiul Ilie  ,  figuran ,  vampire , flexitarian , 
132.Bosînceanu Dochia  ,  figuran ,  werewolf , flexitarian , 
132.Georgescu Benone  ,  figuran ,  seer , anything , 
132.Bodiul Matei  ,  figuran ,  vampire , flexitarian , 
132.Apostoleanu Constanta  ,  figuran ,  vampire , anything , 
132.Armășescu Fanurie  ,  figuran ,  werewolf , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  seer , anything , 
132.Balanici Benone  ,  figuran ,  werewolf , anything , 
132.Bercu David  ,  figuran ,  seer , vegetarian , 
132.Armășescu Lucretiu  ,  figuran ,  mermaid , flexitarian , 
132.Asachi Aurica  ,  figuran ,  vampire , anything , 
132.Stanescu Cosmin  ,  figuran ,  mermaid , anything , 
132.Albulescu Anca  ,  figuran ,  vampire , vegetarian , 
132.Baconski  Ileana  ,  figuran ,  werewolf , vegetarian , 
132.Baconsky Iustin  ,  figuran ,  human , flexitarian , 
132.Adameșteanu Denis  ,  figuran ,  vampire , flexitarian , 
132.Bîrloiu Marius  ,  figuran ,  werewolf , anything , 
132.Băsescu  Apostol  ,  figuran ,  seer , anything , 
132.Braghiș Adam  ,  figuran ,  human , flexitarian , 
132.Botnaru Alex  ,  figuran ,  vampire , vegetarian , 
132.Buhuș Gratiela  ,  figuran ,  werewolf , vegetarian , 
132.Bârloiu Magdalena  ,  figuran ,  seer , flexitarian , 
132.Bordea Anisoara  ,  figuran ,  mermaid , anything , 
132.Almășan Teodor  ,  figuran ,  mermaid , anything , 
132.Barcianu  Decebal  ,  figuran ,  mermaid , vegetarian , 
132.Arnăutu Benedict  ,  figuran ,  werewolf , vegetarian , 
132.Bărbuceanu Aurica  ,  figuran ,  mermaid , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  mermaid , flexitarian , 
132.Almaș Bujor  ,  figuran ,  vampire , flexitarian , 
132.Bătrîneanu Petre  ,  figuran ,  vampire , flexitarian , 
132.Barzin Angelica  ,  figuran ,  vampire , anything , 
132.Belimace Aniela  ,  figuran ,  vampire , flexitarian , 
132.Bozga Matei  ,  figuran ,  seer , vegetarian , 
132.Asachi Dochia  ,  figuran ,  seer , vegetarian , 
132.Bozga Georgeta  ,  figuran ,  seer , flexitarian , 
132.Bănulescu Bujor  ,  figuran ,  seer , vegetarian , 
132.Brudașcu Oscar  ,  figuran ,  vampire , vegetarian , 
132.Bărboianu Geanina  ,  figuran ,  vampire , anything , 
132.Bârlădeanu Luchian  ,  figuran ,  werewolf , vegetarian , 
132.Bârloiu Decebal  ,  figuran ,  mermaid , vegetarian , 
132.Borăscu Andreea  ,  figuran ,  vampire , flexitarian , 
132.Băsescu  Ioachim  ,  figuran ,  werewolf , vegetarian , 
132.Botnari Valeriu  ,  figuran ,  mermaid , flexitarian , 
132.Andronic Dumitru  ,  figuran ,  vampire , anything , 
132.Bîrloiu Sebastian  ,  figuran ,  vampire , anything , 
132.Andreoiu Adrian  ,  figuran ,  human , vegetarian , 
132.Bizău Gabriela  ,  figuran ,  vampire , flexitarian , 
132.Albulescu Benone  ,  figuran ,  werewolf , anything , 
132.Bădărău Eugenia  ,  figuran ,  werewolf , flexitarian , 
132.Bratu Dumitru  ,  figuran ,  seer , flexitarian , 
132.Apostu Valeriu  ,  figuran ,  werewolf , vegetarian , 
132.Bîrloiu Andreea  ,  figuran ,  human , flexitarian , 
132.Ionescu Gabriel  ,  figuran ,  werewolf , vegetarian , 
132.Argeșanu Gheorghe  ,  figuran ,  werewolf , vegetarian , 
132.Barbu Amalia  ,  figuran ,  seer , anything , 
132.Buhagiar Costel  ,  figuran ,  werewolf , flexitarian , 
132.Ardeleanu David  ,  figuran ,  mermaid , flexitarian , 
132.Bozgă Cristofor  ,  figuran ,  seer , flexitarian , 
132.Athanasiu Teodosie  ,  figuran ,  vampire , vegetarian , 
132.Bonciu Dan  ,  figuran ,  mermaid , flexitarian , 
132.Alexa  Adrian  ,  figuran ,  mermaid , flexitarian , 
132.Brezeanu Valentin  ,  figuran ,  seer , vegetarian , 
132.Bănică Gratiela  ,  figuran ,  vampire , flexitarian , 
132.Negoita Zahari  ,  figuran ,  seer , anything , 
132.Aman Ionuț  ,  figuran ,  werewolf , flexitarian , 
132.Grigorescu Sorina  ,  figuran ,  seer , vegetarian , 
132.Buhuș Florica  ,  figuran ,  human , vegetarian , 
132.Bujo Anisoara  ,  figuran ,  werewolf , flexitarian , 
132.Bechet  Madalin  ,  figuran ,  seer , anything , 
132.Brâncuși  Laur  ,  figuran ,  vampire , anything , 
132.Balanici Ilarie  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Grigore  ,  figuran ,  seer , anything , 
132.Agaparian Manole  ,  figuran ,  human , vegetarian , 
132.Alexe Anica  ,  figuran ,  werewolf , anything , 
132.Băsescu  Anca  ,  figuran ,  vampire , anything , 
132.Alexe Flavia  ,  figuran ,  human , vegetarian , 
132.Andronic Lucretiu  ,  figuran ,  vampire , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  seer , flexitarian , 
132.Boteanu Damian  ,  figuran ,  vampire , vegetarian , 
132.Almășan Benjamin  ,  figuran ,  mermaid , vegetarian , 
132.Băsescu  Matei  ,  figuran ,  werewolf , vegetarian , 
132.Bănățeanu Eduard  ,  figuran ,  mermaid , flexitarian , 
132.Argeșanu Brandusa  ,  figuran ,  vampire , vegetarian , 
132.Brătescu Anisoara  ,  figuran ,  mermaid , flexitarian , 
132.Anghelache Camelia  ,  figuran ,  human , anything , 
132.Brumaru Martin  ,  figuran ,  seer , vegetarian , 
132.Popescu Iurie  ,  figuran ,  werewolf , vegetarian , 
132.Andronic Laur  ,  figuran ,  seer , anything , 
132.Aldulescu Aniela  ,  figuran ,  seer , vegetarian , 
132.Antoci Ancuta  ,  figuran ,  mermaid , anything , 
132.Bega  Anisoara  ,  figuran ,  seer , flexitarian , 
132.Bălan Anghel  ,  figuran ,  vampire , anything , 
132.Aldulescu Spiridon  ,  figuran ,  vampire , vegetarian , 
132.Botezan Vasile  ,  figuran ,  seer , vegetarian , 
132.Breban Angelica  ,  figuran ,  seer , vegetarian , 
132.Apostoleanu Benone  ,  figuran ,  mermaid , flexitarian , 
132.Basarabeanu Denis  ,  figuran ,  vampire , flexitarian , 
132.Baconsky Ioana  ,  figuran ,  mermaid , flexitarian , 
132.Boteanu Basarab  ,  figuran ,  seer , flexitarian , 
132.Stanescu Ghita  ,  figuran ,  human , anything , 
132.Adamache Efrem  ,  figuran ,  werewolf , flexitarian , 
132.Bîrloiu Apostol  ,  figuran ,  vampire , anything , 
132.Apostoleanu Anton  ,  figuran ,  seer , flexitarian , 
132.Brateș Felix  ,  figuran ,  vampire , anything , 
132.Brenduș Filip  ,  figuran ,  seer , vegetarian , 
132.Băloșescu Cazimir  ,  figuran ,  human , flexitarian , 
132.Aman Augustina  ,  figuran ,  human , vegetarian , 
132.Besoiu Cecilia  ,  figuran ,  human , flexitarian , 
132.Botezan Alin  ,  figuran ,  werewolf , flexitarian , 
132.Bechet  Bartolomeu  ,  figuran ,  human , flexitarian , 
132.Alifantis Dan  ,  figuran ,  vampire , vegetarian , 
132.Bazon Stefan  ,  figuran ,  mermaid , flexitarian , 
132.Brateș Adam  ,  figuran ,  human , flexitarian , 
132.Almășan Aurora  ,  figuran ,  vampire , vegetarian , 
132.Andreoiu Andreea  ,  figuran ,  mermaid , flexitarian , 
132.Brediceanu Gheorghe  ,  figuran ,  mermaid , flexitarian , 
132.Botnaru Anca  ,  figuran ,  human , anything , 
132.Popescu Ioachim  ,  figuran ,  human , vegetarian , 
132.Brânzeu Doina  ,  figuran ,  mermaid , anything , 
132.Bârloiu Ciprian  ,  figuran ,  werewolf , anything , 
132.Bizău Laur  ,  figuran ,  mermaid , vegetarian , 
132.Berghianu Dionisie  ,  figuran ,  vampire , flexitarian , 
132.Bănică Mariana  ,  figuran ,  mermaid , vegetarian , 
132.Bătrâneanu Lacramioara  ,  figuran ,  vampire , vegetarian , 
132.Basarabeanu Oscar  ,  figuran ,  vampire , vegetarian , 
132.Avramescu Anton  ,  figuran ,  vampire , vegetarian , 
132.Arnautu Camil  ,  figuran ,  werewolf , anything , 
132.Alexandrescu Martin  ,  figuran ,  vampire , vegetarian , 
132.Alexi Fanurie  ,  figuran ,  werewolf , vegetarian , 
132.Bârlădeanu Dionisie  ,  figuran ,  mermaid , anything , 
132.Bodiu Loredana  ,  figuran ,  human , anything , 
132.Ardeleanu Andrei  ,  figuran ,  seer , anything , 
132.Banciu  Irina  ,  figuran ,  mermaid , anything , 
132.Berghianu Stefan  ,  figuran ,  mermaid , flexitarian , 
132.Brateș Leon  ,  figuran ,  seer , anything , 
132.Bănulescu Mihail  ,  figuran ,  seer , vegetarian , 
132.Bosânceanu Liviu  ,  figuran ,  seer , flexitarian , 
132.Bărboianu Vasile  ,  figuran ,  werewolf , vegetarian , 
132.Bozgă Lucretiu  ,  figuran ,  human , vegetarian , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  werewolf , anything , 
132.Botean Emilian  ,  figuran ,  seer , vegetarian , 
132.Bodescu Laura  ,  figuran ,  human , flexitarian , 
132.Bălțat Liviu  ,  figuran ,  werewolf , anything , 
132.Buhagiar Maria  ,  figuran ,  mermaid , anything , 
132.Budescu Geta  ,  figuran ,  werewolf , vegetarian , 
132.Argeșanu Ion  ,  figuran ,  human , flexitarian , 
132.Badea Cosmin  ,  figuran ,  werewolf , anything , 
132.Begu Adriana  ,  figuran ,  vampire , anything , 
132.Angelescu Eugen  ,  figuran ,  vampire , anything , 
132.Bârcă Petre  ,  figuran ,  werewolf , anything , 
132.Albulescu Anisoara  ,  figuran ,  human , anything , 
132.Bichineț Denisa  ,  figuran ,  mermaid , vegetarian , 
132.Borcea Razvan  ,  figuran ,  human , flexitarian , 
132.Botezan Efrem  ,  figuran ,  seer , flexitarian , 
132.Barzin Adam  ,  figuran ,  werewolf , anything , 
132.Bengescu Benjamin  ,  figuran ,  human , vegetarian , 
132.Bătrîneanu Mihai  ,  figuran ,  vampire , vegetarian , 
132.Bosânceanu Aurelia  ,  figuran ,  seer , anything , 
132.Bănulescu Cristina  ,  figuran ,  werewolf , flexitarian , 
132.Brediceanu Gratiela  ,  figuran ,  werewolf , vegetarian , 
132.Bereș Filoftea  ,  figuran ,  seer , vegetarian , 
132.Bărbuceanu Mariana  ,  figuran ,  vampire , flexitarian , 
132.Agârbiceanu Teodosie  ,  figuran ,  vampire , flexitarian , 
132.Brânzeu Lucretia  ,  figuran ,  vampire , vegetarian , 
132.Bodescu Mariana  ,  figuran ,  werewolf , vegetarian , 
132.Adoc Dionisie  ,  figuran ,  seer , vegetarian , 
132.Bujo Augustina  ,  figuran ,  vampire , anything , 
132.Bogza Pavel  ,  figuran ,  vampire , anything , 
132.Armășescu Basarab  ,  figuran ,  vampire , anything , 
132.Bodescu Laura  ,  figuran ,  werewolf , flexitarian , 
132.Brâncuși  Dochia  ,  figuran ,  werewolf , anything , 
132.Aman Iacob  ,  figuran ,  seer , vegetarian , 
132.Adamache Ionuț  ,  figuran ,  seer , vegetarian , 
132.Borcea Loredana  ,  figuran ,  seer , vegetarian , 
132.Adamache Ruxandra  ,  figuran ,  vampire , flexitarian , 
132.Arnăutu Nicolai  ,  figuran ,  mermaid , flexitarian , 
132.Antoci Grigore  ,  figuran ,  mermaid , anything , 
132.Boroianu Aurelia  ,  figuran ,  mermaid , flexitarian , 
132.Bârlădeanu Stefan  ,  figuran ,  vampire , anything , 
132.Dumitrescu Pavel  ,  figuran ,  human , vegetarian , 
132.Baconski  Dimitrie  ,  figuran ,  seer , anything , 
132.Boștină Vladimir  ,  figuran ,  werewolf , vegetarian , 
132.Bălănescu Mariana  ,  figuran ,  human , anything , 
132.Barbu Ileana  ,  figuran ,  mermaid , anything , 
132.Bordea Andrei  ,  figuran ,  werewolf , flexitarian , 
132.Bîrloiu Benedict  ,  figuran ,  vampire , flexitarian , 
132.Breban Damian  ,  figuran ,  seer , vegetarian , 
132.Bărboianu Loredana  ,  figuran ,  werewolf , anything , 
132.Barcianu  Georgeta  ,  figuran ,  seer , anything , 
132.Andone Luciana  ,  figuran ,  mermaid , anything , 
132.Brumaru Lazar  ,  figuran ,  human , flexitarian , 
132.Budescu Liliana  ,  figuran ,  werewolf , anything , 
132.Bercea Doru  ,  figuran ,  vampire , flexitarian , 
132.Brânzeu Luminita  ,  figuran ,  human , anything , 
132.Adamescu Manuel  ,  figuran ,  human , flexitarian , 
132.Aman Anica  ,  figuran ,  mermaid , vegetarian , 
132.Bercu Lucretiu  ,  figuran ,  werewolf , vegetarian , 
132.Barbu Horia  ,  figuran ,  human , flexitarian , 
132.Andone Manuela  ,  figuran ,  human , vegetarian , 
132.Balanici Norbert  ,  figuran ,  werewolf , flexitarian , 
132.Bârloiu Emilian  ,  figuran ,  vampire , flexitarian , 
132.Arnautu Ciprian  ,  figuran ,  seer , flexitarian , 
132.Bereș Nicolae  ,  figuran ,  vampire , vegetarian , 
132.Baghiu Serban  ,  figuran ,  human , vegetarian , 
132.Valisescu Dimitrie  ,  figuran ,  seer , anything , 
132.Baicu Leon  ,  figuran ,  seer , anything , 
132.Agârbiceanu Cornel  ,  figuran ,  human , anything , 
132.Brâncoveanu  Benedict  ,  figuran ,  vampire , vegetarian , 
132.Boteanu Carmen  ,  figuran ,  seer , anything , 
132.Budeanu Stefan  ,  figuran ,  human , anything , 
132.Argetoianu Eduard  ,  figuran ,  human , anything , 
132.Berindei  Augustina  ,  figuran ,  human , anything , 
132.Bosânceanu Andreea  ,  figuran ,  mermaid , anything , 
132.Botnaru Teodor  ,  figuran ,  human , flexitarian , 
132.Bănică Teodosie  ,  figuran ,  seer , anything , 
132.Becșenescu Magdalena  ,  figuran ,  human , anything , 
132.Blaga  Leon  ,  figuran ,  werewolf , flexitarian , 
132.Badea Ilie  ,  figuran ,  werewolf , flexitarian , 
132.Bizău Grigore  ,  figuran ,  vampire , anything , 
132.Brateș Marian  ,  figuran ,  werewolf , anything , 
132.Badea Eugen  ,  figuran ,  werewolf , flexitarian , 
132.Băloșescu Cristofor  ,  figuran ,  werewolf , vegetarian , 
132.Bacalbașa Lucretia  ,  figuran ,  seer , vegetarian , 
132.Antonescu Cristina  ,  figuran ,  human , vegetarian , 
132.Baconsky Felicia  ,  figuran ,  vampire , vegetarian , 
132.Bădescu Matei  ,  figuran ,  werewolf , anything , 
132.Bizău Cezar  ,  figuran ,  seer , flexitarian , 
132.Brudașcu Alexie  ,  figuran ,  mermaid , anything , 
132.Brătescu Marilena  ,  figuran ,  vampire , flexitarian , 
132.Boteanu Decebal  ,  figuran ,  mermaid , anything , 
132.Negoita Ion  ,  figuran ,  werewolf , anything , 
132.Buhagiar Zahari  ,  figuran ,  seer , flexitarian , 
132.Budescu Antoaneta  ,  figuran ,  werewolf , vegetarian , 
132.Botezan Nicolae  ,  figuran ,  werewolf , vegetarian , 
132.Bărbuceanu Augustina  ,  figuran ,  mermaid , flexitarian , 
132.Albu  Doina  ,  figuran ,  mermaid , vegetarian , 
132.Berghianu Nicolai  ,  figuran ,  vampire , flexitarian , 
132.Bacalbașa Camelia  ,  figuran ,  seer , anything , 
132.Andone Dimitrie  ,  figuran ,  vampire , vegetarian , 
132.Barzin Geta  ,  figuran ,  seer , flexitarian , 
132.Bărbuceanu Lidia  ,  figuran ,  seer , anything , 
132.Bălănescu Magdalena  ,  figuran ,  vampire , vegetarian , 
132.Bucurescu Haralambie  ,  figuran ,  seer , anything , 
132.Alexandrescu Cristian  ,  figuran ,  seer , vegetarian , 
132.Belimace Mihaela  ,  figuran ,  werewolf , vegetarian , 
132.Brănescu Alin  ,  figuran ,  werewolf , anything , 
132.Anton  Matei  ,  figuran ,  werewolf , vegetarian , 
132.Albu  Luminita  ,  figuran ,  seer , vegetarian , 
132.Brânzeu Fanurie  ,  figuran ,  mermaid , flexitarian , 
132.Apostol Vladimir  ,  figuran ,  werewolf , vegetarian , 
132.Buia Vitalie  ,  figuran ,  mermaid , anything , 
