Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Bordea Mihaela  ,  figuran ,  vampire , anything , 
132.Botezan Gabriela  ,  figuran ,  seer , anything , 
132.Bacalbașa Emilian  ,  figuran ,  vampire , vegetarian , 
132.Angelescu Cornel  ,  figuran ,  seer , anything , 
132.Baconsky Geta  ,  figuran ,  seer , flexitarian , 
132.Boștină Aurelia  ,  figuran ,  werewolf , vegetarian , 
132.Băsescu  Pavel  ,  figuran ,  mermaid , anything , 
132.Băsescu  Alex  ,  figuran ,  seer , vegetarian , 
132.Bodnăraș Andreas  ,  figuran ,  seer , vegetarian , 
132.Valisescu Cristina  ,  figuran ,  human , vegetarian , 
132.Bujo Cristina  ,  figuran ,  human , anything , 
132.Banciu  Florina  ,  figuran ,  werewolf , anything , 
132.Breban Benone  ,  figuran ,  vampire , anything , 
132.Brătianu Denisa  ,  figuran ,  mermaid , flexitarian , 
132.Almășan Toma  ,  figuran ,  vampire , vegetarian , 
132.Bazon Gabriel  ,  figuran ,  vampire , flexitarian , 
132.Baconsky Denis  ,  figuran ,  vampire , flexitarian , 
132.Brănescu Camelia  ,  figuran ,  human , anything , 
132.Arnăutu Dragos  ,  figuran ,  seer , vegetarian , 
132.Brateș Luca  ,  figuran ,  seer , flexitarian , 
132.Bălan Laurentiu  ,  figuran ,  werewolf , anything , 
132.Botnari Gelu  ,  figuran ,  vampire , flexitarian , 
132.Basarabeanu Daniel  ,  figuran ,  human , vegetarian , 
132.Baconschi Felicia  ,  figuran ,  vampire , anything , 
132.Băloșescu Calin  ,  figuran ,  vampire , vegetarian , 
132.Baconsky Gratiela  ,  figuran ,  werewolf , flexitarian , 
132.Valisescu Mihai  ,  figuran ,  werewolf , flexitarian , 
132.Bârsănescu Andrei  ,  figuran ,  human , anything , 
132.Borcea Adelin  ,  figuran ,  human , vegetarian , 
132.Bârcă Amalia  ,  figuran ,  human , flexitarian , 
132.Negoita Geta  ,  figuran ,  mermaid , anything , 
132.Brănescu Liliana  ,  figuran ,  werewolf , vegetarian , 
132.Adamescu Ion  ,  figuran ,  seer , anything , 
132.Bârcă Filoftea  ,  figuran ,  vampire , vegetarian , 
132.Bărboianu Daniel  ,  figuran ,  mermaid , flexitarian , 
132.Balauru Manuel  ,  figuran ,  werewolf , flexitarian , 
132.Balanici Andrei  ,  figuran ,  seer , anything , 
132.Angelescu Barbu  ,  figuran ,  mermaid , anything , 
132.Buhagiar Razvan  ,  figuran ,  mermaid , anything , 
132.Brașoveanu Iurie  ,  figuran ,  werewolf , vegetarian , 
132.Bentoiu Daniel  ,  figuran ,  seer , vegetarian , 
132.Bozga Gratiela  ,  figuran ,  human , anything , 
132.Bogos Aurelia  ,  figuran ,  seer , flexitarian , 
132.Bujo Aurelia  ,  figuran ,  seer , vegetarian , 
132.Băloșescu Luminita  ,  figuran ,  seer , flexitarian , 
132.Agîrbiceanu Aurelia  ,  figuran ,  human , anything , 
132.Basarabeanu Nicolae  ,  figuran ,  human , flexitarian , 
132.Apostol Ana  ,  figuran ,  mermaid , vegetarian , 
132.Bădărău Lazar  ,  figuran ,  human , anything , 
132.Avramescu Cezar  ,  figuran ,  seer , vegetarian , 
132.Boteanu Marian  ,  figuran ,  vampire , vegetarian , 
132.Adameșteanu Filip  ,  figuran ,  vampire , anything , 
132.Bibescu Emilian  ,  figuran ,  human , anything , 
132.Bozgă Vasile  ,  figuran ,  human , flexitarian , 
132.Angelescu Benone  ,  figuran ,  werewolf , vegetarian , 
132.Adamache Emilian  ,  figuran ,  werewolf , vegetarian , 
132.Arnăutu Matei  ,  figuran ,  seer , flexitarian , 
132.Antal Luca  ,  figuran ,  human , vegetarian , 
132.Bega  Gelu  ,  figuran ,  vampire , flexitarian , 
132.Brediceanu Aurelia  ,  figuran ,  mermaid , anything , 
132.Bădulescu Diana  ,  figuran ,  mermaid , anything , 
132.Brănescu Emilian  ,  figuran ,  mermaid , flexitarian , 
132.Berindei  Anca  ,  figuran ,  human , flexitarian , 
132.Brânzeu Alexie  ,  figuran ,  vampire , flexitarian , 
132.Bătrîneanu Andreea  ,  figuran ,  vampire , vegetarian , 
132.Antonescu Mihai  ,  figuran ,  seer , vegetarian , 
132.Athanasiu Felicia  ,  figuran ,  werewolf , vegetarian , 
132.Brediceanu Florina  ,  figuran ,  human , vegetarian , 
132.Argetoianu Norbert  ,  figuran ,  werewolf , vegetarian , 
132.Baciu Anisoara  ,  figuran ,  seer , vegetarian , 
132.Botezan Teodosie  ,  figuran ,  vampire , anything , 
132.Grigorescu Flavia  ,  figuran ,  vampire , flexitarian , 
132.Berindei  Felicia  ,  figuran ,  werewolf , vegetarian , 
132.Anghel Leon  ,  figuran ,  human , flexitarian , 
132.Botnaru Paul  ,  figuran ,  mermaid , anything , 
132.Athanasiu Augustina  ,  figuran ,  werewolf , vegetarian , 
132.Bozga Ana  ,  figuran ,  human , anything , 
132.Botezan Ilarie  ,  figuran ,  human , flexitarian , 
132.Bercea Anisoara  ,  figuran ,  human , anything , 
132.Breban Vasile  ,  figuran ,  vampire , vegetarian , 
132.Apostol Laurentiu  ,  figuran ,  mermaid , vegetarian , 
132.Brătescu Anica  ,  figuran ,  werewolf , vegetarian , 
132.Alexi Adelin  ,  figuran ,  vampire , vegetarian , 
132.Ardelean Cezar  ,  figuran ,  seer , vegetarian , 
132.Anghelescu Maria  ,  figuran ,  mermaid , anything , 
132.Bejenaru Liviu  ,  figuran ,  mermaid , flexitarian , 
132.Blaga  Pavel  ,  figuran ,  mermaid , anything , 
132.Basarabeanu Ioan  ,  figuran ,  vampire , anything , 
132.Antonescu Constanta  ,  figuran ,  seer , anything , 
132.Bichineț Bujor  ,  figuran ,  vampire , flexitarian , 
132.Antal Adrian  ,  figuran ,  werewolf , anything , 
132.Budeanu Mariana  ,  figuran ,  mermaid , anything , 
132.Băsescu  Grigore  ,  figuran ,  vampire , flexitarian , 
132.Brediceanu Cornel  ,  figuran ,  vampire , flexitarian , 
132.Botnari Cecilia  ,  figuran ,  mermaid , flexitarian , 
132.Adameșteanu Denisa  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Luiza  ,  figuran ,  mermaid , vegetarian , 
132.Athanasiu Liviu  ,  figuran ,  seer , vegetarian , 
132.Bălțat Diana  ,  figuran ,  vampire , anything , 
132.Ardelean Martin  ,  figuran ,  werewolf , anything , 
132.Brătianu Felix  ,  figuran ,  human , flexitarian , 
132.Valisescu Petre  ,  figuran ,  mermaid , anything , 
132.Brânzeu Leon  ,  figuran ,  werewolf , flexitarian , 
132.Popescu Lazar  ,  figuran ,  seer , vegetarian , 
132.Berghianu Laur  ,  figuran ,  human , anything , 
132.Brânzan Anghel  ,  figuran ,  werewolf , flexitarian , 
132.Bălăceanu Cosmin  ,  figuran ,  mermaid , anything , 
132.Arnăuțoiu Luca  ,  figuran ,  mermaid , anything , 
132.Budeanu Oana  ,  figuran ,  werewolf , flexitarian , 
132.Brâncoveanu  Eduard  ,  figuran ,  human , anything , 
132.Baghiu Anisoara  ,  figuran ,  mermaid , anything , 
132.Anghelescu David  ,  figuran ,  werewolf , anything , 
132.Antonescu Constantin  ,  figuran ,  mermaid , vegetarian , 
132.Brașoveanu Antonia  ,  figuran ,  werewolf , flexitarian , 
132.Andone Antoaneta  ,  figuran ,  werewolf , anything , 
132.Bibescu Arsenie  ,  figuran ,  werewolf , flexitarian , 
132.Bizău Elena  ,  figuran ,  werewolf , vegetarian , 
132.Alexandrescu Norbert  ,  figuran ,  werewolf , anything , 
132.Averescu  Dionisie  ,  figuran ,  mermaid , anything , 
132.Baconsky Laurentiu  ,  figuran ,  human , anything , 
132.Aldulescu Craciun  ,  figuran ,  seer , flexitarian , 
132.Apetrei Irina  ,  figuran ,  human , anything , 
132.Balanici Dan  ,  figuran ,  seer , vegetarian , 
132.Amânar Stefan  ,  figuran ,  seer , flexitarian , 
132.Bănățeanu Aniela  ,  figuran ,  vampire , anything , 
132.Angelescu Barbu  ,  figuran ,  seer , anything , 
132.Arnăutu Sorina  ,  figuran ,  mermaid , flexitarian , 
132.Antoci Dimitrie  ,  figuran ,  vampire , flexitarian , 
132.Dumitrescu Ileana  ,  figuran ,  werewolf , flexitarian , 
132.Beclean  Filoftea  ,  figuran ,  werewolf , anything , 
132.Brînzan Felicia  ,  figuran ,  mermaid , flexitarian , 
132.Broșteanu Calin  ,  figuran ,  vampire , flexitarian , 
132.Baconschi Laurentiu  ,  figuran ,  human , flexitarian , 
132.Brătianu Adelin  ,  figuran ,  werewolf , vegetarian , 
132.Bădulescu Denisa  ,  figuran ,  vampire , anything , 
132.Baconsky Anghel  ,  figuran ,  mermaid , flexitarian , 
132.Braghiș Anghel  ,  figuran ,  mermaid , vegetarian , 
132.Bodnăraș Cosmin  ,  figuran ,  mermaid , anything , 
132.Bozgă Raluca  ,  figuran ,  human , flexitarian , 
132.Bibescu George  ,  figuran ,  werewolf , anything , 
132.Armășescu Eduard  ,  figuran ,  vampire , anything , 
132.Bosînceanu Ciprian  ,  figuran ,  human , flexitarian , 
132.Bujo Anton  ,  figuran ,  seer , flexitarian , 
132.Barzin Iosif  ,  figuran ,  mermaid , flexitarian , 
132.Boteanu Costel  ,  figuran ,  vampire , vegetarian , 
132.Brânzeu David  ,  figuran ,  vampire , anything , 
132.Florescu Sebastian  ,  figuran ,  werewolf , flexitarian , 
132.Bodnăraș Lidia  ,  figuran ,  seer , flexitarian , 
132.Baracci Gheorghe  ,  figuran ,  seer , vegetarian , 
132.Bănică Iosif  ,  figuran ,  werewolf , flexitarian , 
132.Becali Ionuț  ,  figuran ,  mermaid , anything , 
132.Bodiul Ilie  ,  figuran ,  human , vegetarian , 
132.Bosînceanu Dochia  ,  figuran ,  werewolf , anything , 
132.Georgescu Benone  ,  figuran ,  seer , vegetarian , 
132.Bodiul Matei  ,  figuran ,  werewolf , flexitarian , 
132.Apostoleanu Constanta  ,  figuran ,  mermaid , vegetarian , 
132.Armășescu Fanurie  ,  figuran ,  werewolf , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  seer , flexitarian , 
132.Balanici Benone  ,  figuran ,  vampire , anything , 
132.Bercu David  ,  figuran ,  mermaid , vegetarian , 
132.Armășescu Lucretiu  ,  figuran ,  mermaid , flexitarian , 
132.Asachi Aurica  ,  figuran ,  mermaid , flexitarian , 
132.Stanescu Cosmin  ,  figuran ,  vampire , flexitarian , 
132.Albulescu Anca  ,  figuran ,  human , flexitarian , 
132.Baconski  Ileana  ,  figuran ,  human , vegetarian , 
132.Baconsky Iustin  ,  figuran ,  vampire , anything , 
132.Adameșteanu Denis  ,  figuran ,  seer , vegetarian , 
132.Bîrloiu Marius  ,  figuran ,  human , vegetarian , 
132.Băsescu  Apostol  ,  figuran ,  werewolf , flexitarian , 
132.Braghiș Adam  ,  figuran ,  mermaid , vegetarian , 
132.Botnaru Alex  ,  figuran ,  vampire , flexitarian , 
132.Buhuș Gratiela  ,  figuran ,  werewolf , anything , 
132.Bârloiu Magdalena  ,  figuran ,  mermaid , anything , 
132.Bordea Anisoara  ,  figuran ,  vampire , flexitarian , 
132.Almășan Teodor  ,  figuran ,  werewolf , flexitarian , 
132.Barcianu  Decebal  ,  figuran ,  mermaid , flexitarian , 
132.Arnăutu Benedict  ,  figuran ,  vampire , flexitarian , 
132.Bărbuceanu Aurica  ,  figuran ,  seer , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  seer , flexitarian , 
132.Almaș Bujor  ,  figuran ,  seer , anything , 
132.Bătrîneanu Petre  ,  figuran ,  mermaid , vegetarian , 
132.Barzin Angelica  ,  figuran ,  vampire , flexitarian , 
132.Belimace Aniela  ,  figuran ,  mermaid , flexitarian , 
132.Bozga Matei  ,  figuran ,  werewolf , vegetarian , 
132.Asachi Dochia  ,  figuran ,  human , vegetarian , 
132.Bozga Georgeta  ,  figuran ,  vampire , vegetarian , 
132.Bănulescu Bujor  ,  figuran ,  werewolf , flexitarian , 
132.Brudașcu Oscar  ,  figuran ,  werewolf , anything , 
132.Bărboianu Geanina  ,  figuran ,  human , vegetarian , 
132.Bârlădeanu Luchian  ,  figuran ,  werewolf , anything , 
132.Bârloiu Decebal  ,  figuran ,  human , vegetarian , 
132.Borăscu Andreea  ,  figuran ,  seer , anything , 
132.Băsescu  Ioachim  ,  figuran ,  werewolf , flexitarian , 
132.Botnari Valeriu  ,  figuran ,  human , anything , 
132.Andronic Dumitru  ,  figuran ,  werewolf , anything , 
132.Bîrloiu Sebastian  ,  figuran ,  werewolf , anything , 
132.Andreoiu Adrian  ,  figuran ,  vampire , anything , 
132.Bizău Gabriela  ,  figuran ,  vampire , flexitarian , 
132.Albulescu Benone  ,  figuran ,  vampire , flexitarian , 
132.Bădărău Eugenia  ,  figuran ,  werewolf , anything , 
132.Bratu Dumitru  ,  figuran ,  human , anything , 
132.Apostu Valeriu  ,  figuran ,  mermaid , vegetarian , 
132.Bîrloiu Andreea  ,  figuran ,  human , anything , 
132.Ionescu Gabriel  ,  figuran ,  seer , vegetarian , 
132.Argeșanu Gheorghe  ,  figuran ,  vampire , flexitarian , 
132.Barbu Amalia  ,  figuran ,  seer , flexitarian , 
132.Buhagiar Costel  ,  figuran ,  seer , flexitarian , 
132.Ardeleanu David  ,  figuran ,  seer , flexitarian , 
132.Bozgă Cristofor  ,  figuran ,  werewolf , vegetarian , 
132.Athanasiu Teodosie  ,  figuran ,  seer , flexitarian , 
132.Bonciu Dan  ,  figuran ,  vampire , flexitarian , 
132.Alexa  Adrian  ,  figuran ,  human , anything , 
132.Brezeanu Valentin  ,  figuran ,  seer , anything , 
132.Bănică Gratiela  ,  figuran ,  vampire , anything , 
132.Negoita Zahari  ,  figuran ,  mermaid , anything , 
132.Aman Ionuț  ,  figuran ,  seer , vegetarian , 
132.Grigorescu Sorina  ,  figuran ,  vampire , flexitarian , 
132.Buhuș Florica  ,  figuran ,  human , anything , 
132.Bujo Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Bechet  Madalin  ,  figuran ,  werewolf , anything , 
132.Brâncuși  Laur  ,  figuran ,  mermaid , anything , 
132.Balanici Ilarie  ,  figuran ,  human , flexitarian , 
132.Athanasiu Grigore  ,  figuran ,  mermaid , vegetarian , 
132.Agaparian Manole  ,  figuran ,  human , flexitarian , 
132.Alexe Anica  ,  figuran ,  mermaid , anything , 
132.Băsescu  Anca  ,  figuran ,  werewolf , vegetarian , 
132.Alexe Flavia  ,  figuran ,  vampire , flexitarian , 
132.Andronic Lucretiu  ,  figuran ,  mermaid , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  human , flexitarian , 
132.Boteanu Damian  ,  figuran ,  mermaid , vegetarian , 
132.Almășan Benjamin  ,  figuran ,  werewolf , anything , 
132.Băsescu  Matei  ,  figuran ,  mermaid , anything , 
132.Bănățeanu Eduard  ,  figuran ,  mermaid , anything , 
132.Argeșanu Brandusa  ,  figuran ,  seer , vegetarian , 
132.Brătescu Anisoara  ,  figuran ,  seer , anything , 
132.Anghelache Camelia  ,  figuran ,  vampire , flexitarian , 
132.Brumaru Martin  ,  figuran ,  human , anything , 
132.Popescu Iurie  ,  figuran ,  werewolf , anything , 
132.Andronic Laur  ,  figuran ,  seer , anything , 
132.Aldulescu Aniela  ,  figuran ,  vampire , flexitarian , 
132.Antoci Ancuta  ,  figuran ,  mermaid , flexitarian , 
132.Bega  Anisoara  ,  figuran ,  human , flexitarian , 
132.Bălan Anghel  ,  figuran ,  seer , vegetarian , 
132.Aldulescu Spiridon  ,  figuran ,  mermaid , anything , 
132.Botezan Vasile  ,  figuran ,  vampire , anything , 
132.Breban Angelica  ,  figuran ,  vampire , flexitarian , 
132.Apostoleanu Benone  ,  figuran ,  vampire , vegetarian , 
132.Basarabeanu Denis  ,  figuran ,  seer , flexitarian , 
132.Baconsky Ioana  ,  figuran ,  werewolf , anything , 
132.Boteanu Basarab  ,  figuran ,  vampire , flexitarian , 
132.Stanescu Ghita  ,  figuran ,  human , flexitarian , 
132.Adamache Efrem  ,  figuran ,  human , anything , 
132.Bîrloiu Apostol  ,  figuran ,  human , flexitarian , 
132.Apostoleanu Anton  ,  figuran ,  human , anything , 
132.Brateș Felix  ,  figuran ,  werewolf , anything , 
132.Brenduș Filip  ,  figuran ,  seer , flexitarian , 
132.Băloșescu Cazimir  ,  figuran ,  werewolf , flexitarian , 
132.Aman Augustina  ,  figuran ,  mermaid , anything , 
132.Besoiu Cecilia  ,  figuran ,  mermaid , anything , 
132.Botezan Alin  ,  figuran ,  vampire , flexitarian , 
132.Bechet  Bartolomeu  ,  figuran ,  mermaid , flexitarian , 
132.Alifantis Dan  ,  figuran ,  werewolf , vegetarian , 
132.Bazon Stefan  ,  figuran ,  vampire , vegetarian , 
132.Brateș Adam  ,  figuran ,  werewolf , vegetarian , 
132.Almășan Aurora  ,  figuran ,  human , flexitarian , 
132.Andreoiu Andreea  ,  figuran ,  human , flexitarian , 
132.Brediceanu Gheorghe  ,  figuran ,  werewolf , anything , 
132.Botnaru Anca  ,  figuran ,  vampire , anything , 
132.Popescu Ioachim  ,  figuran ,  vampire , anything , 
132.Brânzeu Doina  ,  figuran ,  werewolf , anything , 
132.Bârloiu Ciprian  ,  figuran ,  mermaid , flexitarian , 
132.Bizău Laur  ,  figuran ,  werewolf , flexitarian , 
132.Berghianu Dionisie  ,  figuran ,  vampire , flexitarian , 
132.Bănică Mariana  ,  figuran ,  vampire , vegetarian , 
132.Bătrâneanu Lacramioara  ,  figuran ,  human , flexitarian , 
132.Basarabeanu Oscar  ,  figuran ,  vampire , anything , 
132.Avramescu Anton  ,  figuran ,  seer , anything , 
132.Arnautu Camil  ,  figuran ,  werewolf , anything , 
132.Alexandrescu Martin  ,  figuran ,  vampire , flexitarian , 
132.Alexi Fanurie  ,  figuran ,  vampire , anything , 
132.Bârlădeanu Dionisie  ,  figuran ,  werewolf , anything , 
132.Bodiu Loredana  ,  figuran ,  human , flexitarian , 
132.Ardeleanu Andrei  ,  figuran ,  seer , vegetarian , 
132.Banciu  Irina  ,  figuran ,  seer , flexitarian , 
132.Berghianu Stefan  ,  figuran ,  mermaid , anything , 
132.Brateș Leon  ,  figuran ,  mermaid , anything , 
132.Bănulescu Mihail  ,  figuran ,  werewolf , vegetarian , 
132.Bosânceanu Liviu  ,  figuran ,  werewolf , flexitarian , 
132.Bărboianu Vasile  ,  figuran ,  werewolf , anything , 
132.Bozgă Lucretiu  ,  figuran ,  werewolf , flexitarian , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  mermaid , vegetarian , 
132.Botean Emilian  ,  figuran ,  vampire , vegetarian , 
132.Bodescu Laura  ,  figuran ,  mermaid , flexitarian , 
132.Bălțat Liviu  ,  figuran ,  mermaid , anything , 
132.Buhagiar Maria  ,  figuran ,  mermaid , flexitarian , 
132.Budescu Geta  ,  figuran ,  human , vegetarian , 
132.Argeșanu Ion  ,  figuran ,  human , anything , 
132.Badea Cosmin  ,  figuran ,  seer , anything , 
132.Begu Adriana  ,  figuran ,  werewolf , anything , 
132.Angelescu Eugen  ,  figuran ,  vampire , anything , 
132.Bârcă Petre  ,  figuran ,  mermaid , flexitarian , 
132.Albulescu Anisoara  ,  figuran ,  human , flexitarian , 
132.Bichineț Denisa  ,  figuran ,  werewolf , flexitarian , 
132.Borcea Razvan  ,  figuran ,  mermaid , flexitarian , 
132.Botezan Efrem  ,  figuran ,  human , anything , 
132.Barzin Adam  ,  figuran ,  seer , vegetarian , 
132.Bengescu Benjamin  ,  figuran ,  werewolf , flexitarian , 
132.Bătrîneanu Mihai  ,  figuran ,  mermaid , vegetarian , 
132.Bosânceanu Aurelia  ,  figuran ,  mermaid , flexitarian , 
132.Bănulescu Cristina  ,  figuran ,  werewolf , vegetarian , 
132.Brediceanu Gratiela  ,  figuran ,  human , flexitarian , 
132.Bereș Filoftea  ,  figuran ,  human , anything , 
132.Bărbuceanu Mariana  ,  figuran ,  seer , vegetarian , 
132.Agârbiceanu Teodosie  ,  figuran ,  werewolf , anything , 
132.Brânzeu Lucretia  ,  figuran ,  mermaid , flexitarian , 
132.Bodescu Mariana  ,  figuran ,  vampire , anything , 
132.Adoc Dionisie  ,  figuran ,  werewolf , vegetarian , 
132.Bujo Augustina  ,  figuran ,  human , vegetarian , 
132.Bogza Pavel  ,  figuran ,  human , anything , 
132.Armășescu Basarab  ,  figuran ,  seer , vegetarian , 
132.Bodescu Laura  ,  figuran ,  mermaid , anything , 
132.Brâncuși  Dochia  ,  figuran ,  seer , vegetarian , 
132.Aman Iacob  ,  figuran ,  human , anything , 
132.Adamache Ionuț  ,  figuran ,  werewolf , anything , 
132.Borcea Loredana  ,  figuran ,  mermaid , vegetarian , 
132.Adamache Ruxandra  ,  figuran ,  mermaid , anything , 
132.Arnăutu Nicolai  ,  figuran ,  seer , anything , 
132.Antoci Grigore  ,  figuran ,  seer , vegetarian , 
132.Boroianu Aurelia  ,  figuran ,  seer , anything , 
132.Bârlădeanu Stefan  ,  figuran ,  vampire , vegetarian , 
132.Dumitrescu Pavel  ,  figuran ,  human , vegetarian , 
132.Baconski  Dimitrie  ,  figuran ,  vampire , anything , 
132.Boștină Vladimir  ,  figuran ,  vampire , anything , 
132.Bălănescu Mariana  ,  figuran ,  seer , anything , 
132.Barbu Ileana  ,  figuran ,  vampire , flexitarian , 
132.Bordea Andrei  ,  figuran ,  werewolf , vegetarian , 
132.Bîrloiu Benedict  ,  figuran ,  human , flexitarian , 
