Tim Burton   ,   director (4 episodes 2022) ,   human  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Brașoveanu Antonia   ,   figuran ,   vampire  , anything ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Andone Antoaneta   ,   figuran ,   werewolf  , vegetarian ,  anything  , anything ,   , flexitarian , 
132.Bibescu Arsenie   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Bizău Elena   ,   figuran ,   werewolf  , flexitarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Alexandrescu Norbert   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Averescu  Dionisie   ,   figuran ,   seer  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Baconsky Laurentiu   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Aldulescu Craciun   ,   figuran ,   mermaid  , flexitarian ,  anything  , anything ,   , anything , 
132.Apetrei Irina   ,   figuran ,   mermaid  , flexitarian ,  anything  , flexitarian ,   , anything , 
132.Balanici Dan   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Amânar Stefan   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Bănățeanu Aniela   ,   figuran ,   mermaid  , anything ,  vegetarian  , flexitarian ,   , anything , 
132.Angelescu Barbu   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Arnăutu Sorina   ,   figuran ,   seer  , anything ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Antoci Dimitrie   ,   figuran ,   seer  , flexitarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Dumitrescu Ileana   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , anything ,   , anything , 
132.Beclean  Filoftea   ,   figuran ,   werewolf  , anything ,  vegetarian  , vegetarian ,   , anything , 
132.Brînzan Felicia   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , anything ,   , anything , 
132.Broșteanu Calin   ,   figuran ,   vampire  , anything ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Baconschi Laurentiu   ,   figuran ,   human  , anything ,  anything  , anything ,   , flexitarian , 
132.Brătianu Adelin   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Bădulescu Denisa   ,   figuran ,   seer  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Baconsky Anghel   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Braghiș Anghel   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Bodnăraș Cosmin   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Bozgă Raluca   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bibescu George   ,   figuran ,   vampire  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Armășescu Eduard   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Bosînceanu Ciprian   ,   figuran ,   seer  , flexitarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Bujo Anton   ,   figuran ,   seer  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Barzin Iosif   ,   figuran ,   seer  , anything ,  vegetarian  , anything ,   , flexitarian , 
132.Boteanu Costel   ,   figuran ,   seer  , flexitarian ,  anything  , vegetarian ,   , vegetarian , 
132.Brânzeu David   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , anything ,   , flexitarian , 
132.Florescu Sebastian   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Bodnăraș Lidia   ,   figuran ,   mermaid  , anything ,  vegetarian  , anything ,   , flexitarian , 
132.Baracci Gheorghe   ,   figuran ,   mermaid  , anything ,  anything  , flexitarian ,   , anything , 
132.Bănică Iosif   ,   figuran ,   seer  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Becali Ionuț   ,   figuran ,   seer  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Bodiul Ilie   ,   figuran ,   mermaid  , anything ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Bosînceanu Dochia   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , anything ,   , vegetarian , 
132.Georgescu Benone   ,   figuran ,   seer  , flexitarian ,  anything  , anything ,   , vegetarian , 
132.Bodiul Matei   ,   figuran ,   human  , anything ,  vegetarian  , anything ,   , anything , 
132.Apostoleanu Constanta   ,   figuran ,   werewolf  , flexitarian ,  anything  , vegetarian ,   , anything , 
132.Armășescu Fanurie   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Buhuș Pavel   ,   figuran ,   mermaid  , flexitarian ,  anything  , vegetarian ,   , flexitarian , 
132.Balanici Benone   ,   figuran ,   human  , vegetarian ,  anything  , flexitarian ,   , flexitarian , 
132.Bercu David   ,   figuran ,   human  , vegetarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Armășescu Lucretiu   ,   figuran ,   human  , flexitarian ,  vegetarian  , vegetarian ,   , anything , 
132.Asachi Aurica   ,   figuran ,   seer  , anything ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Stanescu Cosmin   ,   figuran ,   werewolf  , anything ,  anything  , vegetarian ,   , vegetarian , 
132.Albulescu Anca   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , anything ,   , vegetarian , 
132.Baconski  Ileana   ,   figuran ,   mermaid  , anything ,  anything  , vegetarian ,   , vegetarian , 
132.Baconsky Iustin   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , anything ,   , flexitarian , 
132.Adameșteanu Denis   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Bîrloiu Marius   ,   figuran ,   human  , flexitarian ,  vegetarian  , vegetarian ,   , anything , 
132.Băsescu  Apostol   ,   figuran ,   seer  , vegetarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Braghiș Adam   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Botnaru Alex   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Buhuș Gratiela   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Bârloiu Magdalena   ,   figuran ,   human  , anything ,  vegetarian  , anything ,   , flexitarian , 
132.Bordea Anisoara   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Almășan Teodor   ,   figuran ,   seer  , anything ,  anything  , anything ,   , vegetarian , 
132.Barcianu  Decebal   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Arnăutu Benedict   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Bărbuceanu Aurica   ,   figuran ,   seer  , flexitarian ,  anything  , anything ,   , anything , 
132.Bălănescu Doina   ,   figuran ,   human  , flexitarian ,  anything  , vegetarian ,   , anything , 
132.Almaș Bujor   ,   figuran ,   werewolf  , anything ,  vegetarian  , vegetarian ,   , anything , 
132.Bătrîneanu Petre   ,   figuran ,   seer  , anything ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Barzin Angelica   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Belimace Aniela   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , vegetarian ,   , anything , 
132.Bozga Matei   ,   figuran ,   vampire  , vegetarian ,  anything  , anything ,   , anything , 
132.Asachi Dochia   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Bozga Georgeta   ,   figuran ,   werewolf  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Bănulescu Bujor   ,   figuran ,   werewolf  , anything ,  vegetarian  , flexitarian ,   , anything , 
132.Brudașcu Oscar   ,   figuran ,   human  , vegetarian ,  anything  , vegetarian ,   , anything , 
132.Bărboianu Geanina   ,   figuran ,   human  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Bârlădeanu Luchian   ,   figuran ,   vampire  , vegetarian ,  anything  , vegetarian ,   , anything , 
132.Bârloiu Decebal   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Borăscu Andreea   ,   figuran ,   mermaid  , vegetarian ,  anything  , anything ,   , vegetarian , 
132.Băsescu  Ioachim   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Botnari Valeriu   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , anything ,   , flexitarian , 
132.Andronic Dumitru   ,   figuran ,   human  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Bîrloiu Sebastian   ,   figuran ,   mermaid  , anything ,  anything  , vegetarian ,   , vegetarian , 
132.Andreoiu Adrian   ,   figuran ,   seer  , anything ,  anything  , vegetarian ,   , vegetarian , 
132.Bizău Gabriela   ,   figuran ,   seer  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Albulescu Benone   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Bădărău Eugenia   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Bratu Dumitru   ,   figuran ,   human  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Apostu Valeriu   ,   figuran ,   mermaid  , vegetarian ,  anything  , vegetarian ,   , flexitarian , 
132.Bîrloiu Andreea   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Ionescu Gabriel   ,   figuran ,   vampire  , anything ,  anything  , anything ,   , vegetarian , 
132.Argeșanu Gheorghe   ,   figuran ,   human  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Barbu Amalia   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Buhagiar Costel   ,   figuran ,   werewolf  , anything ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Ardeleanu David   ,   figuran ,   seer  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bozgă Cristofor   ,   figuran ,   human  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Athanasiu Teodosie   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Bonciu Dan   ,   figuran ,   human  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Alexa  Adrian   ,   figuran ,   mermaid  , anything ,  anything  , anything ,   , flexitarian , 
132.Brezeanu Valentin   ,   figuran ,   mermaid  , flexitarian ,  anything  , flexitarian ,   , anything , 
132.Bănică Gratiela   ,   figuran ,   human  , anything ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Negoita Zahari   ,   figuran ,   mermaid  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Aman Ionuț   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Grigorescu Sorina   ,   figuran ,   seer  , flexitarian ,  vegetarian  , flexitarian ,   , anything , 
132.Buhuș Florica   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Bujo Anisoara   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bechet  Madalin   ,   figuran ,   werewolf  , anything ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Brâncuși  Laur   ,   figuran ,   seer  , anything ,  flexitarian  , anything ,   , flexitarian , 
132.Balanici Ilarie   ,   figuran ,   seer  , flexitarian ,  anything  , anything ,   , anything , 
132.Athanasiu Grigore   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , anything ,   , flexitarian , 
132.Agaparian Manole   ,   figuran ,   seer  , anything ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Alexe Anica   ,   figuran ,   werewolf  , anything ,  flexitarian  , anything ,   , anything , 
132.Băsescu  Anca   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Alexe Flavia   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Andronic Lucretiu   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , anything ,   , flexitarian , 
132.Brătescu Eusebiu   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Boteanu Damian   ,   figuran ,   vampire  , flexitarian ,  anything  , anything ,   , flexitarian , 
132.Almășan Benjamin   ,   figuran ,   werewolf  , flexitarian ,  vegetarian  , anything ,   , flexitarian , 
132.Băsescu  Matei   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Bănățeanu Eduard   ,   figuran ,   human  , vegetarian ,  anything  , anything ,   , anything , 
132.Argeșanu Brandusa   ,   figuran ,   seer  , anything ,  flexitarian  , vegetarian ,   , anything , 
132.Brătescu Anisoara   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , anything , 
132.Anghelache Camelia   ,   figuran ,   vampire  , flexitarian ,  flexitarian  , anything ,   , anything , 
132.Brumaru Martin   ,   figuran ,   human  , vegetarian ,  anything  , anything ,   , anything , 
132.Popescu Iurie   ,   figuran ,   mermaid  , flexitarian ,  anything  , vegetarian ,   , vegetarian , 
132.Andronic Laur   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Aldulescu Aniela   ,   figuran ,   vampire  , flexitarian ,  flexitarian  , vegetarian ,   , anything , 
132.Antoci Ancuta   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Bega  Anisoara   ,   figuran ,   seer  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Bălan Anghel   ,   figuran ,   human  , anything ,  flexitarian  , anything ,   , flexitarian , 
132.Aldulescu Spiridon   ,   figuran ,   mermaid  , anything ,  vegetarian  , anything ,   , vegetarian , 
132.Botezan Vasile   ,   figuran ,   mermaid  , anything ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Breban Angelica   ,   figuran ,   seer  , anything ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Apostoleanu Benone   ,   figuran ,   mermaid  , vegetarian ,  anything  , anything ,   , flexitarian , 
132.Basarabeanu Denis   ,   figuran ,   vampire  , flexitarian ,  anything  , flexitarian ,   , vegetarian , 
132.Baconsky Ioana   ,   figuran ,   seer  , anything ,  flexitarian  , anything ,   , anything , 
132.Boteanu Basarab   ,   figuran ,   vampire  , anything ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Stanescu Ghita   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Adamache Efrem   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Bîrloiu Apostol   ,   figuran ,   mermaid  , vegetarian ,  anything  , anything ,   , anything , 
132.Apostoleanu Anton   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Brateș Felix   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Brenduș Filip   ,   figuran ,   human  , vegetarian ,  flexitarian  , vegetarian ,   , anything , 
132.Băloșescu Cazimir   ,   figuran ,   human  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Aman Augustina   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Besoiu Cecilia   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Botezan Alin   ,   figuran ,   human  , vegetarian ,  anything  , flexitarian ,   , vegetarian , 
132.Bechet  Bartolomeu   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Alifantis Dan   ,   figuran ,   seer  , vegetarian ,  anything  , anything ,   , flexitarian , 
132.Bazon Stefan   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Brateș Adam   ,   figuran ,   seer  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Almășan Aurora   ,   figuran ,   werewolf  , anything ,  flexitarian  , anything ,   , vegetarian , 
132.Andreoiu Andreea   ,   figuran ,   seer  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Brediceanu Gheorghe   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Botnaru Anca   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Popescu Ioachim   ,   figuran ,   seer  , anything ,  vegetarian  , anything ,   , vegetarian , 
132.Brânzeu Doina   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Bârloiu Ciprian   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bizău Laur   ,   figuran ,   seer  , flexitarian ,  anything  , vegetarian ,   , vegetarian , 
132.Berghianu Dionisie   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Bănică Mariana   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Bătrâneanu Lacramioara   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Basarabeanu Oscar   ,   figuran ,   human  , flexitarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Avramescu Anton   ,   figuran ,   human  , vegetarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Arnautu Camil   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
